drug1,drug2,drug_pair,total_reports,serious_reports,death_reports,hosp_reports,severity_score,death_score,hosp_score,top_reactions,severity,label,source
iron,zantac,iron + zantac,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
iron,rocephin,iron + rocephin,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
iron,neoral,iron + neoral,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
iron,omniscan,iron + omniscan,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
cardizem,zemplar,cardizem + zemplar,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
morphine,zemplar,morphine + zemplar,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
zantac,zemplar,zantac + zemplar,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
rocephin,zemplar,rocephin + zemplar,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
neoral,zemplar,neoral + zemplar,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
neurontin,zemplar,neurontin + zemplar,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
magnesium,zemplar,magnesium + zemplar,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
solu-medrol,zemplar,solu-medrol + zemplar,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
norvasc,rocephin,norvasc + rocephin,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
nephrovite,zemplar,nephrovite + zemplar,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
darvocet-n,hydrocortisone,darvocet-n + hydrocortisone,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
darvocet-n,keflex,darvocet-n + keflex,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
darvocet-n,fosamax,darvocet-n + fosamax,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
darvocet-n,famvir,darvocet-n + famvir,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
clindamycin,darvocet-n,clindamycin + darvocet-n,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
darvocet-n,rapamune,darvocet-n + rapamune,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
darvocet-n,zincate,darvocet-n + zincate,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
percocet,zemplar,percocet + zemplar,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
magnesium,nephrovite,magnesium + nephrovite,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
nephrovite,solu-medrol,nephrovite + solu-medrol,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
nephrovite,percocet,nephrovite + percocet,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
hydrocortisone,zemplar,hydrocortisone + zemplar,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
keflex,zemplar,keflex + zemplar,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
fosamax,zemplar,fosamax + zemplar,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
famvir,zemplar,famvir + zemplar,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
clindamycin,zemplar,clindamycin + zemplar,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
phoslo,zemplar,phoslo + zemplar,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
zemplar,zincate,zemplar + zincate,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
imuran,zemplar,imuran + zemplar,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
prednisone,zemplar,prednisone + zemplar,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
bactrim,zemplar,bactrim + zemplar,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
multivitamin,zemplar,multivitamin + zemplar,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
omniscan,zemplar,omniscan + zemplar,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
sirolimus,zemplar,sirolimus + zemplar,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
restoril,zemplar,restoril + zemplar,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
rapamune,zemplar,rapamune + zemplar,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
keflex,norvasc,keflex + norvasc,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
fosamax,norvasc,fosamax + norvasc,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
famvir,norvasc,famvir + norvasc,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
clindamycin,norvasc,clindamycin + norvasc,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
norvasc,rapamune,norvasc + rapamune,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
norvasc,zincate,norvasc + zincate,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
imuran,norvasc,imuran + norvasc,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
norvasc,prednisone,norvasc + prednisone,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
darvocet-n,imuran,darvocet-n + imuran,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
multivitamin,norvasc,multivitamin + norvasc,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
norvasc,omniscan,norvasc + omniscan,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
norvasc,sirolimus,norvasc + sirolimus,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
norvasc,restoril,norvasc + restoril,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
norvasc,phoslo,norvasc + phoslo,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
cardizem,norvasc,cardizem + norvasc,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
morphine,norvasc,morphine + norvasc,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
norvasc,zantac,norvasc + zantac,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
bactrim,norvasc,bactrim + norvasc,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
darvocet-n,prednisone,darvocet-n + prednisone,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
bactrim,darvocet-n,bactrim + darvocet-n,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
darvocet-n,multivitamin,darvocet-n + multivitamin,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
darvocet-n,omniscan,darvocet-n + omniscan,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
darvocet-n,sirolimus,darvocet-n + sirolimus,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
darvocet-n,restoril,darvocet-n + restoril,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
darvocet-n,phoslo,darvocet-n + phoslo,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
cardizem,darvocet-n,cardizem + darvocet-n,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
hydrocortisone,norvasc,hydrocortisone + norvasc,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
darvocet-n,zantac,darvocet-n + zantac,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
darvocet-n,rocephin,darvocet-n + rocephin,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
darvocet-n,neoral,darvocet-n + neoral,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
darvocet-n,neurontin,darvocet-n + neurontin,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
darvocet-n,magnesium,darvocet-n + magnesium,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
darvocet-n,solu-medrol,darvocet-n + solu-medrol,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
darvocet-n,percocet,darvocet-n + percocet,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
darvocet-n,nephrovite,darvocet-n + nephrovite,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
darvocet-n,zemplar,darvocet-n + zemplar,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
darvocet-n,morphine,darvocet-n + morphine,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
cellcept,zantac,cellcept + zantac,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
cellcept,rocephin,cellcept + rocephin,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
cellcept,neoral,cellcept + neoral,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
cellcept,neurontin,cellcept + neurontin,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
cellcept,magnesium,cellcept + magnesium,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
cellcept,solu-medrol,cellcept + solu-medrol,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
cellcept,percocet,cellcept + percocet,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
cellcept,nephrovite,cellcept + nephrovite,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
bactrim,tobramycin,bactrim + tobramycin,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
cellcept,darvocet-n,cellcept + darvocet-n,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
cellcept,norvasc,cellcept + norvasc,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
ceftazidime,cellcept,ceftazidime + cellcept,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
cellcept,iron,cellcept + iron,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
cellcept,tobramycin,cellcept + tobramycin,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
cellcept,protonix,cellcept + protonix,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
cipro,hydrocortisone,cipro + hydrocortisone,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
cipro,keflex,cipro + keflex,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
cellcept,zemplar,cellcept + zemplar,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
iron,prograf,iron + prograf,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
prograf,tobramycin,prograf + tobramycin,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
prograf,protonix,prograf + protonix,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
cellcept,hydrocortisone,cellcept + hydrocortisone,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
cellcept,keflex,cellcept + keflex,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
cellcept,fosamax,cellcept + fosamax,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
cellcept,famvir,cellcept + famvir,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
cellcept,clindamycin,cellcept + clindamycin,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
cellcept,morphine,cellcept + morphine,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
cellcept,zincate,cellcept + zincate,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
cellcept,imuran,cellcept + imuran,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
bactrim,cellcept,bactrim + cellcept,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
cellcept,multivitamin,cellcept + multivitamin,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
cellcept,sirolimus,cellcept + sirolimus,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
cellcept,restoril,cellcept + restoril,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
cellcept,phoslo,cellcept + phoslo,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
cardizem,cellcept,cardizem + cellcept,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
cellcept,rapamune,cellcept + rapamune,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
cipro,percocet,cipro + percocet,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
cipro,nephrovite,cipro + nephrovite,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
cipro,zemplar,cipro + zemplar,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
cipro,darvocet-n,cipro + darvocet-n,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
ceftazidime,cipro,ceftazidime + cipro,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
cipro,iron,cipro + iron,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
cipro,tobramycin,cipro + tobramycin,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
cipro,protonix,cipro + protonix,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
cipro,fosamax,cipro + fosamax,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
cellcept,cipro,cellcept + cipro,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
keflex,lovenox,keflex + lovenox,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
fosamax,lovenox,fosamax + lovenox,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
famvir,lovenox,famvir + lovenox,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
clindamycin,lovenox,clindamycin + lovenox,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
lovenox,rapamune,lovenox + rapamune,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
lovenox,zincate,lovenox + zincate,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
imuran,lovenox,imuran + lovenox,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
cipro,prograf,cipro + prograf,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
cipro,famvir,cipro + famvir,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
cipro,clindamycin,cipro + clindamycin,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
cipro,rapamune,cipro + rapamune,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
cipro,zincate,cipro + zincate,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
cipro,imuran,cipro + imuran,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
bactrim,cipro,bactrim + cipro,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
cipro,multivitamin,cipro + multivitamin,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
cipro,omniscan,cipro + omniscan,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
cipro,magnesium,cipro + magnesium,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
cipro,restoril,cipro + restoril,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
cipro,phoslo,cipro + phoslo,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
cardizem,cipro,cardizem + cipro,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
cipro,morphine,cipro + morphine,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
cipro,zantac,cipro + zantac,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
cipro,rocephin,cipro + rocephin,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
cipro,neoral,cipro + neoral,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
cipro,neurontin,cipro + neurontin,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
cipro,sirolimus,cipro + sirolimus,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
ceftazidime,tobramycin,ceftazidime + tobramycin,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
iron,tobramycin,iron + tobramycin,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
hydrocortisone,protonix,hydrocortisone + protonix,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
keflex,protonix,keflex + protonix,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
fosamax,protonix,fosamax + protonix,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
famvir,protonix,famvir + protonix,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
clindamycin,protonix,clindamycin + protonix,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
protonix,rapamune,protonix + rapamune,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
ceftazidime,prograf,ceftazidime + prograf,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
imuran,protonix,imuran + protonix,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
bactrim,protonix,bactrim + protonix,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
omniscan,protonix,omniscan + protonix,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
protonix,sirolimus,protonix + sirolimus,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
phoslo,protonix,phoslo + protonix,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
cardizem,protonix,cardizem + protonix,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
morphine,protonix,morphine + protonix,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
protonix,zantac,protonix + zantac,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
protonix,zincate,protonix + zincate,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
multivitamin,tobramycin,multivitamin + tobramycin,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
omniscan,tobramycin,omniscan + tobramycin,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
sirolimus,tobramycin,sirolimus + tobramycin,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
restoril,tobramycin,restoril + tobramycin,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
phoslo,tobramycin,phoslo + tobramycin,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
cardizem,tobramycin,cardizem + tobramycin,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
morphine,tobramycin,morphine + tobramycin,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
tobramycin,zantac,tobramycin + zantac,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
norvasc,tobramycin,norvasc + tobramycin,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
neoral,tobramycin,neoral + tobramycin,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
neurontin,tobramycin,neurontin + tobramycin,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
magnesium,tobramycin,magnesium + tobramycin,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
solu-medrol,tobramycin,solu-medrol + tobramycin,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
percocet,tobramycin,percocet + tobramycin,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
nephrovite,tobramycin,nephrovite + tobramycin,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
tobramycin,zemplar,tobramycin + zemplar,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
darvocet-n,tobramycin,darvocet-n + tobramycin,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
rocephin,tobramycin,rocephin + tobramycin,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
bactrim,prograf,bactrim + prograf,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
multivitamin,prograf,multivitamin + prograf,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
omniscan,prograf,omniscan + prograf,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
prograf,sirolimus,prograf + sirolimus,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
prograf,restoril,prograf + restoril,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
phoslo,prograf,phoslo + prograf,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
cardizem,prograf,cardizem + prograf,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
morphine,prograf,morphine + prograf,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
protonix,rocephin,protonix + rocephin,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
prograf,rocephin,prograf + rocephin,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
neoral,prograf,neoral + prograf,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
neurontin,prograf,neurontin + prograf,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
magnesium,prograf,magnesium + prograf,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
percocet,prograf,percocet + prograf,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
nephrovite,prograf,nephrovite + prograf,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
prograf,zemplar,prograf + zemplar,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
